SkillID	Name	FuncType	LevelLimit	Class	AttackTarget	UseWay	SkillTime	AttackAnim	AttackAnimSpeed	AttackEffectDelay	AttackEffectID	AttackEffectBind	IsFollowBone	AttackEffectNum	AttackEffectLife	TranslateDelay	UseObject	BulletID	BulletSrcBind	BulletTgtBind	BulletRate	BulletVelocity	BulletFlyTrack	RegionEffectID	DefeatDelay	HitEffectID	HitEffectBind	HitEffectNum	AttackShockID	AttackShockDelay	HitShockID	ShowCutSceneAnimation
50211	天魔降服	3	10	0	1	3	2.5	7	1	0	0	0	0	1	1	0.7	1	0	0	2	0	0	0	900336	0.2	900407	2	1	0	0	900025	0
50221	漫天星雨	3	10	0	3	3	4.5	8	1	0	900712	0	0	1	4	1.5	1	0	0	2	0	0	0	0	0.5	900519	0	1	0	0	0	0
59001	警惕	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	900316	0.1	900402	2	1	0	0	900018	0
59002	风之使	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59003	粗质皮肤	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59004	激进	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59005	信念	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59006	岩石身躯	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59007	水袭	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59008	快速愈合	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59009	蛮力	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59010	吸魂	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59011	火焰逆袭	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59012	火焰护甲	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59013	凶兽	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59014	灵兽	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59015	冰洁陷阱	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59016	仙人	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59017	魔焰	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59018	哪吒	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59019	雷公	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59020	牛头妖	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59021	吸精	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59022	杨戬	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59023	嫦娥	0	10	0	1	1	0	7	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
60001	封魔裂斩	4	1	1	1	1	10	8	1	0	0	0	0	1	1	0.96	1	0	0	2	0	0	0	0	0	0	2	1	0	0	900018	300001
61001	神风之刃	4	1	2	2	3	10	8	1	0	0	0	0	1	1	0.96	1	0	0	2	0	0	0	0	0	0	2	1	0	0	900018	400001
62001	青焰天雷	4	1	3	2	3	10	8	1	0	0	0	0	1	1	0.96	1	0	0	2	0	0	0	0	0	0	2	1	0	0	900018	500001
63001	测试治疗	2	1	1	1	3	1.5	9	1	0.5	0	0	0	1	2	0.5	1	0	0	0	1	0	0	0	0	900418	0	1	0	0	0	0
64011	测试复活	3	1	1	4	3	1.5	7	1	0	0	0	0	1	2	0.5	1	0	0	0	1	0	0	0	0	900418	0	1	0	0	0	0
65535	怪物通用加杀气	0	10	0	1	1	0	7	1	0	0	0	0	1	2	0.5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
